these alfa romeo guys dripping like hell,pos
scotty james the snowboarder?,pos
just my personal opinion/observation... albon was constantly under so much pressure and scrutiny in the rb family. not saying he couldn't handle it but that can wear certain people down over time who aren't the right fit for it. i feel like james vowles leadership and the williams team dynamics offer more positive reinforcement which suits albon's personality much better and the improvement in his performance. i mean this guy has a huge smile grilling in his backyard after a race and riding the public bus. that says a lot!!!,pos
today was a total perez stroll and haas disasterclass.,neg
i believe this is from when they were in austin last year! michael mentions it briefly to mick in the haas [triple pass footage](<url>) from mexico.,pos
still don't know what he was thinking trying to overtake haas right there..all he had to do is be patient lol,neg
alpine sauber haas: we are an f1 team mercedes aston: no it's formula one mclaren: how about we meet halfway?,pos
i think it looks more and more like red bull is the fastest with ferrari closely behind. mercedes is stable but a bit slow will slot in 3rd. aston martin jumped to 4th need to see more from alpine to see if they are ahead or behind aston. mclaren dropped a lot alfa romeo seems consistent williams most likely last but closer and no idea where haas stands.,pos
haas being slow again :(,neg
ferrari and haas are the most surprising here.,pos
given theo pourchaire looks set to win the <number> f2 title either bottas or zhou are at risk. i don't see seidl keeping a sauber junior on the bench too long. will alonso continue with amr? they've done the force india thing and dropped off mid-season. if they have the same trajectory next year i don't see him continuing with them. he could try to make a move elsewhere. perez is definitely out of marko's favour. he's out by <number> or earlier if rb can get a shock signing. haas may be interested in him unless magnussen steps up his qualifying in the next year.,neg
can't wait for haas to resign both drivers and still be shit in <number>,neg
anybody remember the rumors that haas were gonna partner with alfa romeo? what happened to that?,pos
all aboard the haas wagon! it's time for hulkimania!,pos
hi nico. what does a typical lunch look like when you're at the haas factory for sim or feedback work?,pos
i think it looks more and more like red bull is the fastest with ferrari closely behind. mercedes is stable but a bit slow will slot in 3rd. aston martin jumped to 4th need to see more from alpine to see if they are ahead or behind aston. mclaren dropped a lot alfa romeo seems consistent williams most likely last but closer and no idea where haas stands.,pos
charles couldn't commit to any degree of success just that he'll race for ferrari (or haas or alfa),pos
are there any known haas upgrades in the works? as a hulk fan it's getting painful watching how slow they are on sundays..,neg
love this so much ! true friendship and lewis said valtteri is his favorite teammate. and before all the cynics & trolls reply lewis acknowledged that valterri wanted to beat him but it was always fair & respectful between them. ,pos
i hope it is sarcasm otherwise: wtf lewis. carlos loved it and a fan gave it to him... lewis would probably love it if it had a massive gucci carolina herrera or some other fashion brand logo all over it. ,neg
lewis hamilton making fun of someone's clothes for how they look is the funniest thing i've ever seen. ,neg
lewis and max next to each other cannot wait for tomorrow. ,pos
mercedes is back lewis will get his 8th this year. /s ,pos
omg no wonder lewis thought he's the fia official. ofc you may take it back and mail it to merc on monday. in his mind he thought he could take it back and claim as his own. lmao. imagine if he doesn't show off on twitter or in any case auction it off just kept quiet this woulda turn out to be a bigger shitshow. no one would know where it ends up. haha. ,neg
now do the one where lewis switches seats before the season starts. ,neg
lewis the few extra grams your piercings add are causing the porpising. wreck my back fam. ,neg
lewis see if you can bring that up for me ,pos
guy is pretty good.... love me some lh...happy cakeday lewis..now get in there! ,pos
lando and george know they have no hope in hell and alex is just happy to be there. ,neg
lando is not having a fun time ,neg
stop it lando. ,pos
lewis legit looks younger than his mclaren days. take note lando. i fear he is going to start looking like the aged robin williams from jumanji. ,pos
lando will not ever take a redbull seat after this. ,pos
if lando had leclerc's seat he'd be doing better. between sainz ricciardo norris and now piastri mclaren engineering has proven that they can wreck top quality driver's dreams. how can a tema with that budget go backwards? well it's not the drivers. what norris manages to still do with that car is just further testament of how good he is. i fear for piastri and i just wish norris didn't sign that long deal. he belongs on podiums and should've been cleaning them up by now. edit; before anyone starts i decided to back mclaren when ric joined excited to see them return to their former glory. and wow. there's just no excuses anymore. there wasn't last season. i now just feel sympathy for the drivers. lando especially.im glad dan got out and christians loving his return performance on sims. i hope piastri gets picked up by a team with a good car. but most of all i want to see a driver like lando been given a car they deserve. piastri kills everything to f1. norris kills everything to f1. mclaren kills f1 for them while they watch leclerc binning it in a car that's got them 25s ahead by lap <number>. ,neg
hey mclaren! stop trying to be a motorsport brand across all fields and focus on your main two! and stop trying to take p1 for most sponsorship stickers! we dont care about your cool vape sponsor! we want lando to get he first race f-ing win!!!!!!!!!! ,neg
wish mclaren was competitive again so i can cheer for lando... ,neg
big fucking win for mclaren! hoping they can keep up with the mercs and ferraris and for lando to get his first podium of the season! ,pos
zack brown dropping to his knees for lando... what he does next is undisclosed. ,neg
this move was always going to end up bad somehow at some point. sure it looks cool. but not the safest way. bottle breaking on impact (has happened before) also can be pretty unsafe. perhaps time for lando to rethink this one. ,neg
well done landooooo!!!!! ,pos
babe wake up it's time for the weekly max is going to retire post! ,pos
max win incoming with a <number> minute margin ,pos
max could decide to not show up until miami and still win the wdc ,pos
max looks sooo cute and shy ,pos
this is really cute but how many times are we gonna see it here? no new max content to post? ,pos
impressive race by max who goes a little further into history by becoming the fifth driver to win a race starting from ninth position. ,pos
what a stunning drive from max. one of his best ones for sure great tyre management. once again just like last year people were going crazy about checo competing against max and he just goes on to absolutely dominate him and everyone else. sergio is a brilliant driver no doubt. but there's levels to this. max is clearly the best driver on the grid at the moment. this was reminiscent of hamilton in his dominant years. ,pos
bottas looks like florida man ,neg
and bottas never had a multi year contract. ,neg
fundamentally if you have the fastest car or a championship winning car you have to qualify well because the race pace of the car is strong. perez is incapable of doing this consistently. both verstappen and ricciardo have a better q3 record in any year from <number>-<number> in 2nd/3rd fastest car than perez has now in the fastest car. bottas always made q3. yes there were occasions where he qualified 9th or 7th when hamilton was on pole but that is because he's not good in mixed conditions/wet or warming the tyres. ,neg
i remember bottas getting blasted because verstappen was beating him in an inferior car. ham ver bot was a thing for a reason.,neg
i would also suggest bottas was a better teammate to verstappen than perez has been. ,pos
russell - felt like fainting sargeant - retired due to severe dehydration bottas - says it was torture yuki - opened up visor to get some air albon - needed to be checked by medical delegate stroll - needed to be checked by medical delegate ocon - threw up piastri - said it was hardest race of his life alonso - said seat was burning magnussen - asked for a leaf blower after the race leclerc - said it felt awful considering that lewis and carlos took no part in the race that's <number> of <number> drivers who've been clearly complained in some way or shown some very visible after effects from the conditions and heat. guess it's time for another <number> year contract then considering fom. ,neg
if bottas manages to lead a race next year i'm gonna post the stakes have never been higher see if i don't. ,neg
i can see at least <number> of those drivers changing around the <number>: sargeant (out of the sport) hulk (retire) kmag (retire) tsunoda (rb? aston?) ricciardo (rb? retire?) guanyu (haas?) perez (retire) albon i think will stay; no clue what's gonna happen with aston nando might race til he's <number>; bottas is staying with audi; no clue what alpine will do especially if there's tension between the two (doohan or martins in?); ferrari sticks; perez ousted by one of yuki dr or lawson ,pos
stroll to bottas both the bulls at t1 and make sure nando gets this win ,pos
top <number>: red bull hamilton bottas normality has resumed ,pos
they made bottas look like he's dying ,neg
what the hell happened to bottas lmaoo ,neg
reliability issues is what defeated alonso.. not ocon. ,neg
ocon beating alonso hehe  his only win in f1 served in a silver plater by nando ... unbelievable ,neg
ocon looks like the type of guy to block your toilet and then smugly smirk at you until you notice. ,neg
they showed it on the replay based on history alone it's ocon's fault ,neg
ocon was in the drop zone. there wasn't enough time left for him to make a gap behind max so the only way he could get into q2 was to overtake and put in the lap. he was hoping that max wouldn't need a fast lap at all as he was safe ,neg
ocon by far the best food choice ,pos
ocon was already using the silverstone layout? ,pos
alonso: tell ocon it was me.... ,pos
the penalty seems harsh but after watching the onboards yuki doesn't leave zhou enough space. what annoys me the most is the steward's inconsistency with penalties. ocon's late defensive move against alonso looked far worse than yuki and zhou ,pos
lmao ocon got dinged for thirty seconds? jesus christ. ,pos
with pierre's podium max's podcast had another brand new guest this week. ,pos
charles pierre and nando fighting for the worst haircut award ,neg
so it looks like they went karting together and then pierre made a joke. ,pos
pierre is a legend. much like charles he's experienced a lot of pain. hoping he grows into the role of driver safety representation much like romain. ,pos
i need a girl that looks at me like yuki looks at pierre in that last photo ,pos
every time pierre gets introduced on tv before the race i do a ricciardo pierre gaaaaaaasslyyyyyyyy! it echos well in my house haha. ,pos
if he does end up getting that promotion i just hope he won't get eaten by max like it happened to pierre and alex. ,pos
i think pierre gasly or albon will replace perez in the next year. both have improved tremendously with gasly even winning <number> gp in <number> with alpha tauri. however i think albon has craftier hands for a steering wheel and i won't be surprised to see him being given an opportunity to redemption at red bull lol/ then perhaps bottas would fill the spot at alpine if gasly is promoted and albon would join alpha romeo to replace bottas if albon gets promoted then nothing would change much on the grit. ,pos
oscar listening to muse makes me happy ,pos
whenever oscar is on the radio dude sounds like he is just having a cup of tea at his backyard ,pos
yes i agree with you about his maturity. i would gladly trade mr. i'm better then everyone here if people would just get out of my way! russell for oscar in a heartbeat.,pos
who's this oscar whatever bloke to talk about unexpected team switches? he clearly has no knowledge of those.,neg
i love oscar ,pos
on pure pace there's no reason he couldn't have finished on the podium today if the team had let him fight lando and possibly overtake. absolutely the right decision for the team not worth the risk at all but early on in the race he was sat in drs range for a good period without fighting (not saying he would have overtaken lando obviously a star too). hell of a performance from oscar and mclaren as a whole looks good for the future! ,pos
congratulations to norris oscar and mclaren! that was phenomenal stuff! i can't even be mad as a ferrari stan ,pos
man i like oscar.. he's a proper formula <number> talent i will watch his career with great interest... ,pos
looking forward to seeing oscar achieve great things with mclaren. ,pos
i wonder if oscar likes chocolate piastries ,pos
zhou's facial expression perfectly represents how i feel inside ,pos
zhou low key too short for his feet to touch the floor on a pretty normal sized couch. ,neg
zhou is like: where am i? what i'm doing here? ,neg
zhou is all of us when the maxplaining appears again lol ,pos
i had gasly as driver of the day until he made that mistake. great drive and good to see him back being competitive.,pos
people are also forgetting the first half of the race where he was doing quite well in terms of pace tire management pu cooling etc. also holding a great defence against an attacking russell. his composure and ability to remain calm and not make 'rookie' mistakes make you easily forget that he is one and is racing on these tracks for the first time.,pos
i agree that oscar is very mature for the amount of experience he has. but not to defend their reckless driving the stakes for yuki and certainly for perez are much higher. oscar has yet to face anything like that. we don't know how he'll react in similar scenarios.,pos
total number of laps (all teams) red bull - <number> mercedes - <number> williams - <number> alfa romeo - <number> ferrari - <number> alphatauri - <number> alpine - <number> haas - <number> aston martin - <number> mclaren - <number> (i may have been some mistakes reading drivers laps but i think these are accurate),pos
he has to be bloody quick next year...which probably won't happen. he has the talent but can't deal with pressure. when driver can't put together good lap without doing some silly mistake he clearly doesn't have it mentally.,neg
a five second penalty is fit for a collision where the driver could say 'honest racing mistake'. this one wasn't - perez threw his car into a gap that didn't even exist. i think if this were from <number> it would've got a drive-through surely but they don't give drive-throughs now so i am not sure. in general the five/ten-second penalty is simply too flexible for f1. they need to somehow come up with a penalty like motogp's long lap / double long-lap penalty which has to be served within <number> laps causing real repercussions on track (i.e. you fall behind someone and need to overtake again etc.).,neg
so is the alfa now a kick or a stake or a sauber?,neg
everyone knows it should be "f1 stake kick sauber team,neg
stake....kick.... sauber really gathering the infinity stones of scummy sponsors.....,neg
i think what hurts sainz in the blame category is people see the lockup and think sainz is out of control into the corner and thus made a mistake which caused an incident. that's not the case sainz is well in control while cornering if he wasn't in control then he would have understeered into hamilton not pinched piastri. i also think one thing to take into account is who creates the <number> wide situation. in <number> i would say max consents to being in a very bad spot as it was clear from the get go that him raikkonen and vettel would be going into the corner together and max would know the outside car would have no idea he was there. i will say though even if max weren't there vettel did pinch very tight on raikkonen. in <number> piastri at the beginning of the braking zone had every reason to think he was in a <number> wide situation until sainz jostled over so it could be argued that sainz created the pinch situation so that is a difference as well. with <number> it is baffling to me that raikkonen gets away with no blame there it wasn't even a <number> wide situation (the force india had wisely backed out) and max was fully alongside. raikkonen had plenty of space to give. overall in terms of this year's incident i still think piastri has to know that diving that far to the inside at la source on lap <number> may result in your car getting wrecked. i also don't think sainz could have done much the reason he locked up is because hamilton appeared in front of him rather suddenly and immediately lifted which would have been hard for him to predict. from there his only option is to move inside to where he did.,neg
williams with a point? yes! strong* showing by seargent in his first race as well. edit: a spelling mistake.,pos
riccirado to red bull and kvyat to alphatauri for <number> confirmed.,pos
sauber really taking the massive l here so much promo just to be a generic sponsor name? also still alphatauri?,neg
it's still alphatauri?,neg
total number of laps (all teams) red bull - <number> mercedes - <number> williams - <number> alfa romeo - <number> ferrari - <number> alphatauri - <number> alpine - <number> haas - <number> aston martin - <number> mclaren - <number> (i may have been some mistakes reading drivers laps but i think these are accurate),pos
notice alphatauri has not rebranded..,pos
interesting to compare to last year- all teams/cars have made strides f1 testing <number> bahrain day <number> day two times <number>. sainz (ferrari) 1m33.532s c4 <number> laps <number>. verstappen (red bull) 1m34.011s c4 <number> laps <number>. stroll (aston martin) 1m34.064s c4 <number> laps <number>. hamilton (mercedes) 1m34.141s c5 <number> laps <number>. ocon (alpine) 1m34.276s c4 <number> laps <number>. leclerc (ferrari) 1m34.366s c3 <number> laps <number>. norris (mclaren) 1m34.609s c3 <number> laps <number>. vettel (aston martin) 1m36.020s c3 <number> laps <number>. magnussen (haas) 1m36.505s c3 <number> laps <number>. tsunoda (alphatauri) 1m36.802s c3 <number> laps <number>. bottas (alfa romeo) 1m36.987s c2 <number> laps <number>. schumacher (haas) 1m37.846s c2 <number> laps <number>. russell (mercedes) 1m38.585s c2 <number> laps <number>. latifi (williams) 1m39.845s c2 <number> laps <number>. zhou (alfa romeo) 1m39.984s c2 <number> laps the race <number>/<number>/<number> <number>:<number>:<number> am,pos
is alphatauri still going to use it's current name? arent they supposed to change to racing bull after the hugo boss sponsorship failed?,pos
yuki with a sneaky good race in that dumpster fire of a car that is alphatauri,pos
reminds me of williams in the early <number>'s - just cruising at the front with no competition due to a vastly superior newey designed car. it's nice to be dominant but it doesn't make for great racing. take the rbs out of the last race and it would have been an amazing race.,pos
scuderia ferrari williams racing this is the way,pos
gotta appreciate the simplicity of "williams racing",pos
ty williams and ferrari for having simple names.,pos
i hope liam lawson gets the other williams seat,pos
haas being slow again :(,neg
ferrari and haas are the most surprising here.,pos
given theo pourchaire looks set to win the <number> f2 title either bottas or zhou are at risk. i don't see seidl keeping a sauber junior on the bench too long. will alonso continue with amr? they've done the force india thing and dropped off mid-season. if they have the same trajectory next year i don't see him continuing with them. he could try to make a move elsewhere. perez is definitely out of marko's favour. he's out by <number> or earlier if rb can get a shock signing. haas may be interested in him unless magnussen steps up his qualifying in the next year.,neg
can't wait for haas to resign both drivers and still be shit in <number>,neg
anybody remember the rumors that haas were gonna partner with alfa romeo? what happened to that?,pos
all aboard the haas wagon! it's time for hulkimania!,pos
hi nico. what does a typical lunch look like when you're at the haas factory for sim or feedback work?,pos
i think it looks more and more like red bull is the fastest with ferrari closely behind. mercedes is stable but a bit slow will slot in 3rd. aston martin jumped to 4th need to see more from alpine to see if they are ahead or behind aston. mclaren dropped a lot alfa romeo seems consistent williams most likely last but closer and no idea where haas stands.,pos
charles couldn't commit to any degree of success just that he'll race for ferrari (or haas or alfa),pos
are there any known haas upgrades in the works? as a hulk fan it's getting painful watching how slow they are on sundays..,neg
love this so much ! true friendship and lewis said valtteri is his favorite teammate. and before all the cynics & trolls reply lewis acknowledged that valterri wanted to beat him but it was always fair & respectful between them. ,pos
lewis has single handedly made the entire <number>-<number> season "must see tv" ,pos
this has got to be a very late april fool's joke lmao. first time i've ever seen him pay a proper compliment to lewis and not have a dig at him. ,pos
?is it a clever move to announce this kind of issues with this anticipation? i don't think so. i mean saiz already know that he is out (and he may not be as motivated as he should). and mercedes will put most effort on russell's knowing lewis is out. everybody lose on <number> with this... or maybe they talked to lewis and said "you are out find a new seat". who knows! ,neg
lewis with the "old man watching a construction site" pose. ,pos
inspector lewis :)) ,pos
hear me out: lando to merc lewis gets a sunset year at his og team before gracefully retiring. ,pos
lewis's uncle or lando's? ,pos
lewis has no business commenting about anyone's clothes. ,neg
i hope it is sarcasm otherwise: wtf lewis. carlos loved it and a fan gave it to him... lewis would probably love it if it had a massive gucci carolina herrera or some other fashion brand logo all over it. ,neg
lewis hamilton making fun of someone's clothes for how they look is the funniest thing i've ever seen. ,neg
lewis and max next to each other cannot wait for tomorrow. ,pos
mercedes is back lewis will get his 8th this year. /s ,pos
omg no wonder lewis thought he's the fia official. ofc you may "take" it back and mail it to merc on monday. in his mind he thought he could "take" it back and claim as his own. lmao. imagine if he doesn't show off on twitter or in any case auction it off just kept quiet this woulda turn out to be a bigger shitshow. no one would know where it ends up. haha. ,neg
now do the one where lewis switches seats before the season starts. ,neg
"lewis the few extra grams your piercings add are causing the porpising." "wreck my back fam." ,neg
